Word,Sentiment
cataclysmal,Negative
cataclysmic,Negative
cataclysmically,Negative
catastrophe,Negative
catastrophes,Negative
catastrophic,Negative
catastrophically,Negative
catastrophies,Negative
catchy,Positive
caustic,Negative
caustically,Negative
cautionary,Negative
cautious,Negative
celebrat,Positive
celebrate,Positive
celebrate,Positive
celebrated,Positive
celebrated,Positive
celebrates,Positive
celebrating,Positive
celebration,Positive
celebrations,Positive
celebrator,Positive
celebrators,Positive
celebratory,Positive
celestial,Positive
censure,Negative
censured,Negative
censureless,Positive
censurer,Negative
censurers,Negative
censures,Negative
certain,Positive
certainly,Positive
certainness,Positive
certainties,Positive
certainty,Positive
chafe,Negative
chaff,Negative
chagrin,Negative
cham,Negative
champ,Positive
champagne,Positive
champagnes,Positive
champed,Negative
champer,Negative
champers,Negative
champing,Negative
champion,Positive
championed,Positive
championing,Positive
champions,Positive
chant,Positive
chao,Negative
chaos,Negative
chaotic,Negative
chaotically,Negative
chaoticness,Negative
charisma,Positive
charismatic,Positive
charit,Positive
charitable,Positive
charitably,Positive
charm,Positive
charmed,Positive
charmer,Positive
charmers,Positive
charming,Positive
charminger,Positive
charmingly,Positive
charmless,Negative
charms,Positive
chaste,Positive
chasten,Negative
chastise,Negative
chastisement,Negative
chatter,Negative
chatterbox,Negative
cheap,Negative
cheapen,Negative
cheaper,Positive
cheapest,Positive
cheaply,Negative
cheat,Negative
cheated,Negative
cheater,Negative
cheaters,Negative
cheating,Negative
cheatingly,Negative
cheats,Negative
cheats,Negative
checkered,Negative
cheebai,Negative
chee-bai,Negative
cheebye,Negative
chee-bye,Negative
cheekiness,Negative
cheeky,Negative
cheem,Negative
cheer,Positive
cheered,Positive
cheerer,Positive
cheerers,Positive
cheerful,Positive
cheerfully,Positive
cheerfulness,Positive
cheeri,Positive
cheerier,Positive
cheeriest,Positive
cheerily,Positive
cheeriness,Positive
cheering,Positive
cheerio,Positive
cheerlead,Positive
cheerleader,Positive
cheerleaders,Positive
cheerless,Negative
cheerlessly,Negative
cheerlessness,Negative
cheers,Positive
cheery,Positive
cheesy,Negative
cherish,Positive
cherished,Positive
cherisher,Positive
cherishers,Positive
cherishes,Positive
cherishing,Positive
cherub,Positive
chey,Negative
chic,Positive
chicken-business,Negative
chide,Negative
chided,Negative
chider,Negative
chiders,Negative
chides,Negative
childish,Negative
chill,Negative
chilly,Negative
chim,Negative
chintzy,Negative
chivalrous,Positive
chivalry,Positive
choke,Negative
choked,Negative
chokes,Negative
chokey,Negative
choleric,Negative
choppy,Negative
chor,Negative
chore,Negative
chorea,Negative
choreal,Negative
choreas,Negative
choreic,Negative
chronic,Negative
chuckl,Positive
chuckle,Positive
chuckled,Positive
chuckler,Positive
chucklers,Positive
chuckles,Positive
chuckling,Positive
chunky,Negative
civil-issue,Negative
civil-issues,Negative
civility,Positive
civilize,Positive
clamor,Negative
clamored,Negative
clamorer,Negative
clamorers,Negative
clamoring,Negative
clamorous,Negative
clamorous,Negative
clamorously,Negative
clamorousness,Negative
clamors,Negative
clap,Positive
claptrap,Negative
clarity,Positive
clash,Negative
classic,Positive
classier,Positive
classiest,Positive
classy,Positive
clean,Positive
cleaner,Positive
cleanest,Positive
cleanliness,Positive
cleanly,Positive
clear,Positive
clear-cut,Positive
cleared,Positive
clearer,Positive
clearly,Positive
clears,Positive
clever,Positive
cleverer,Positive
cleverest,Positive
cleverish,Positive
cleverly,Positive
cleverness,Positive
cliche,Negative
cliched,Negative
climax,Positive
clique,Negative
clog,Negative
clogged,Negative
clogs,Negative
closure,Positive
cloudy,Negative
cloying,Negative
clueless,Negative
clumsily,Negative
clumsy,Negative
clunky,Negative
clutter,Negative
cluttered,Negative
cluttering,Negative
clutters,Negative
coarse,Negative
coarsely,Negative
coarsen,Negative
coarsened,Negative
coarseness,Negative
coarsening,Negative
coarsens,Negative
coarser,Negative
coarsest,Negative
cock,Negative
cockiness,Negative
cockster,Negative
cocksucker,Negative
cocky,Negative
coddled,Negative
coerc,Negative
coerce,Negative
coerced,Negative
coercer,Negative
coercers,Negative
coerces,Negative
coercible,Negative
coercing,Negative
coercion,Negative
coercion,Negative
coercions,Negative
coercive,Negative
coercively,Negative
coerciveness,Negative
cohere,Positive
coherence,Positive
coherent,Positive
cohesive,Positive
cold,Negative
colder,Negative
coldest,Negative
coldish,Negative
coldly,Negative
coldness,Negative
coldness,Negative
colds,Negative
collapse,Negative
collapsed,Negative
collapses,Negative
collide,Negative
collided,Negative
collides,Negative
collision,Negative
collude,Negative
collusion,Negative
colorful,Positive
combat,Negative
combatant,Negative
combative,Negative
comed,Positive
comedo,Negative
comedones,Negative
comedos,Negative
comedown,Negative
comedowns,Negative
comedy,Positive
comely,Positive
comfort,Positive
comfortable,Positive
comfortable (physically),Positive
comfortable (psychologically),Positive
comfortableness,Positive
comfortable-with,Positive
comfortably,Positive
comforted,Positive
comforter,Positive
comforters,Positive
comforting,Positive
comfortingly,Positive
comfortless,Negative
comforts,Positive
comfy,Positive
comical,Negative
comically,Negative
commemorate,Positive
commemoration,Positive
commemorative,Positive
commend,Positive
commendable,Positive
commendable,Positive
commendably,Positive
commendation,Positive
commendations,Positive
commendatorily,Positive
commendatory,Positive
commended,Positive
commending,Positive
commends,Positive
commiserate,Negative
commitment,Positive
commodious,Positive
commotion,Negative
commotions,Negative
commute,Negative
compact,Positive
compactly,Positive
compassion,Positive
compassionate,Positive
compassionately,Positive
compatible,Positive
compel,Negative
compensate,Positive
competent,Positive
competitive,Positive
complacent,Negative
complain,Negative
complained,Negative
complainer,Negative
complainers,Negative
complaining,Negative
complains,Negative
complaint,Negative
complaints,Negative
complement,Positive
complementary,Positive
complemented,Positive
complements,Positive
completing,Positive
completion,Positive
complex,Negative
compliant,Positive
complicate,Negative
complicated,Negative
complication,Negative
complicit,Negative
complicity,Negative
compliment,Positive
complimentarily,Positive
complimentary,Positive
complimented,Positive
complimenter,Positive
complimenters,Positive
complimenting,Positive
compliments,Positive
comprehensive,Positive
compulsion,Negative
compulsive,Negative
concede,Negative
conceded,Negative
conceit,Negative
conceited,Negative
concen,Negative
concens,Negative
concern,Negative
concerned,Negative
concerns,Negative
concession,Negative
concessions,Negative
conciliate,Positive
conciliatory,Positive
concise,Positive
condemn,Negative
condemnable,Negative
condemnation,Negative
condemnations,Negative
condemnatory,Negative
condemned,Negative
condemner,Negative
condemners,Negative
condemning,Negative
condemnor,Negative
condemns,Negative
condescen,Negative
condescend,Negative
condescending,Negative
condescendingly,Negative
condescension,Negative
condol,Negative
condole,Negative
condoled,Negative
condolence,Negative
condolences,Negative
condoler,Negative
condolers,Negative
condoles,Negative
condoling,Negative
confes,Negative
confess,Negative
confession,Negative
confessions,Negative
confidence,Positive
confidences,Positive
confident,Positive
confidently,Positive
confine,Negative
confined,Negative
confinement,Negative
confiscate,Negative
confiscated,Negative
confiscates,Negative
confiscation,Negative
conflict,Negative
conflicted,Negative
conflicting,Negative
conflictive,Negative
conflicts,Negative
confound,Negative
confounded,Negative
confoundedly,Negative
confounder,Negative
confounders,Negative
confounding,Negative
confounds,Negative
confront,Negative
confrontation,Negative
confrontational,Negative
confrontations,Negative
confronted,Negative
confronting,Negative
confronts,Negative
confus,Negative
confuse,Negative
confused,Negative
confusedly,Negative
confuses,Negative
confusing,Negative
confusingly,Negative
confusion,Negative
confusional,Negative
confusions,Negative
congenial,Positive
congested,Negative
congestion,Negative
congrat,Positive
congrat,Positive
congrats,Positive
congratulate,Positive
congratulated,Positive
congratulated,Positive
congratulated,Positive
congratulates,Positive
congratulates,Positive
congratulating,Positive
congratulating,Positive
congratulation,Positive
congratulations,Positive
congratulatory,Positive
cons,Negative
conscientious,Positive
conscons,Negative
consecration,Positive
conservative,Negative
considerate,Positive
consistent,Positive
consistently,Positive
consolation,Positive
consoled,Positive
conspicuous,Negative
conspicuously,Negative
conspiracies,Negative
conspiracy,Negative
conspirator,Negative
conspiratorial,Negative
conspiratorially,Negative
conspirators,Negative
conspire,Negative
conspired,Negative
conspirer,Negative
conspirers,Negative
conspires,Negative
consternation,Negative
constrain,Negative
constrainable,Negative
constrained,Negative
constrainedly,Negative
constrainer,Negative
constrainers,Negative
constraining,Negative
constrainment,Negative
constrains,Negative
constraint,Negative
constraints,Negative
constructive,Positive
consummate,Positive
consumptive,Negative
contagio,Negative
contagion,Negative
contagions,Negative
contagious,Negative
contagiously,Negative
contagiousness,Negative
contaminat,Negative
contaminate,Negative
contaminated,Negative
contaminates,Negative
contaminating,Negative
contamination,Negative
contaminations,Negative
contaminative,Negative
contaminator,Negative
contempt,Negative
contemptible,Negative
contemptibly,Negative
contempts,Negative
contemptuous,Negative
contemptuously,Negative
contemptuousness,Negative
contend,Negative
contented,Positive
contentedly,Positive
contentedness,Positive
contention,Negative
contentious,Negative
contentment,Positive
continuity,Positive
contort,Negative
contortions,Negative
contradic,Negative
contradict,Negative
contradict,Negative
contradicted,Negative
contradicting,Negative
contradiction,Negative
contradictions,Negative
contradictive,Negative
contradictively,Negative
contradictorily,Negative
contradictory,Negative
contradicts,Negative
contrariness,Negative
contrasty,Positive
contravene,Negative
contribution,Positive
contrite,Negative
contrive,Negative
contrived,Negative
controvers,Negative
controversial,Negative
controversially,Negative
controversies,Negative
controversy,Negative
convenience,Positive
convenient,Positive
conveniently,Positive
convict,Negative
convicted,Negative
convicting,Negative
convicts,Negative
convience,Positive
convienient,Positive
convient,Positive
convinced,Positive
convincing,Positive
convincingly,Positive
convoluted,Negative
cool,Positive
coolest,Positive
coolly,Positive
cooperative,Positive
cooperatively,Positive
cooright,Positive
coquetry,Negative
coquettish,Negative
cornerstone,Positive
corny,Negative
corpulent,Negative
correct,Positive
correctly,Positive
corright,Positive
corrode,Negative
corrosion,Negative
corrosions,Negative
corrosive,Negative
corrosively,Negative
corrosiveness,Negative
corrosives,Negative
corrupt,Negative
corrupted,Negative
corrupter,Negative
corruptibilities,Negative
corruptibility,Negative
corruptible,Negative
corruptibleness,Negative
corruptibly,Negative
corrupting,Negative
corruption,Negative
corruptionist,Negative
corruptions,Negative
corruptive,Negative
corruptly,Negative
corruptness,Negative
corruptor,Negative
corrupts,Negative
corruptted,Negative
cosi,Positive
cosier,Positive
cosies,Positive
cosiest,Positive
cosigns,Positive
cosily,Positive
cosiness,Positive
cosseted,Negative
cost-effective,Positive
costlier,Negative
costliness,Negative
costly,Negative
cost-saving,Positive
cosy,Positive
counter-attack,Positive
counter-attacks,Positive
counterfeit,Negative
counterfeited,Negative
counterfeiter,Negative
counterfeiters,Negative
counterfeiting,Negative
counterfeitly,Negative
counterfeitness,Negative
counterfeits,Negative
counterproductive,Negative
counter-productive,Negative
courag,Positive
courage,Positive
courageous,Positive
courageously,Positive
courageousness,Positive
courages,Positive
courteous,Positive
courtly,Positive
covenant,Positive
covet,Negative
covetable,Positive
coveter,Negative
coveters,Negative
covetous,Negative
coward,Negative
cowardice,Negative
cowardliness,Negative
cowardly,Negative
cowards,Negative
cozi,Positive
cozier,Positive
coziest,Positive
cozily,Positive
coziness,Positive
cozy,Positive
crabby,Negative
crack,Negative
cracked,Negative
cracking,Negative
cracks,Negative
cradle,Positive
craftily,Negative
craftly,Negative
crafty,Negative
cram,Negative
crammed,Negative
cramp,Negative
cramped,Negative
cramping,Negative
cramps,Negative
crank,Negative
cranky,Negative
crap,Negative
crappy,Negative
craps,Negative
crapy,Negative
crash,Negative
crashed,Negative
crasher,Negative
crashers,Negative
crashes,Negative
crashing,Negative
crass,Negative
craven,Negative
cravenly,Negative
craving,Positive
craz,Negative
craze,Negative
crazed,Negative
crazes,Negative
crazier,Negative
crazies,Negative
craziest,Negative
crazily,Negative
craziness,Negative
crazing,Negative
crazy,Negative
creak,Negative
creaking,Negative
creaks,Negative
create,Positive
creati,Positive
creative,Positive
creatively,Positive
creativeness,Positive
creativity,Positive
credence,Positive
credible,Positive
credit,Positive
creditabilities,Positive
creditability,Positive
creditable,Positive
creditableness,Positive
creditably,Positive
credited,Positive
crediting,Positive
credulous,Negative
creep,Negative
creepily,Negative
creeping,Negative
creeps,Negative
creepy,Negative
crept,Negative
crescendo,Positive
cried,Negative
cries,Negative
crime,Negative
crimeless,Positive
crimes,Negative
criminal,Negative
criminalities,Negative
criminality,Negative
criminally,Negative
criminalness,Negative
criminals,Negative
cringe,Negative
cringed,Negative
cringes,Negative
cringeworthy,Negative
cripple,Negative
crippled,Negative
crippler,Negative
cripplers,Negative
cripples,Negative
crippling,Negative
crisis,Negative
crisp,Positive
crisper,Positive
